experiment,dgp,dependence,sigma,rep,true_order,khat_bspline,khat_poly,rem1_p_bspline,rem2_p_bspline
bspline_basis,o3mix,pair0.9,0.0,15,3,3,3,1.7617018954751984e-12,7.402065849149153e-09
bspline_basis,o3mix,pair0.9,0.0,16,3,3,3,1.9206858326015208e-14,7.60079773565181e-08
bspline_basis,o3mix,pair0.9,0.0,17,3,3,3,1.1102230246251565e-16,7.483070751934662e-08
bspline_basis,o3mix,pair0.9,0.0,18,3,3,3,1.0036416142611415e-13,5.3666324258960785e-05
bspline_basis,o3mix,pair0.9,0.0,19,3,3,3,6.861178292183467e-14,4.596629632480642e-09
bspline_basis,o3mix,pair0.9,0.5,0,3,3,3,1.2656542480726785e-14,2.7680166867494194e-06
bspline_basis,o3mix,pair0.9,0.5,1,3,3,3,2.220446049250313e-15,9.210421452410245e-06
bspline_basis,o3mix,pair0.9,0.5,2,3,2,3,1.4988010832439613e-14,0.5541214963002635
bspline_basis,o3mix,pair0.9,0.5,3,3,3,3,5.646594303243546e-13,0.000707752667287953
bspline_basis,o3mix,pair0.9,0.5,4,3,3,3,3.507749646303182e-12,2.631585612933307e-05
bspline_basis,o3mix,pair0.9,0.5,5,3,2,3,5.551115123125783e-16,0.05407086553988494
bspline_basis,o3mix,pair0.9,0.5,6,3,2,3,8.748557434046234e-14,0.2277108848165459
bspline_basis,o3mix,pair0.9,0.5,7,3,3,3,5.928590951498336e-14,0.006755246841725127
bspline_basis,o3mix,pair0.9,0.5,8,3,2,3,8.881784197001252e-16,0.2058599222753119
bspline_basis,o3mix,pair0.9,0.5,9,3,3,3,9.969802761133906e-14,0.00016766688852842826
bspline_basis,o3mix,pair0.9,0.5,10,3,2,3,9.844347559351263e-13,0.40716115259796937
bspline_basis,o3mix,pair0.9,0.5,11,3,3,3,4.835021272242557e-13,8.772016371061397e-07
bspline_basis,o3mix,pair0.9,0.5,12,3,2,3,1.1816103651085541e-12,0.09684924822216057
bspline_basis,o3mix,pair0.9,0.5,13,3,3,3,5.536682223805656e-13,2.32136650790693e-06
bspline_basis,o3mix,pair0.9,0.5,14,3,2,3,1.2019319206579837e-08,0.7307328722516591
bspline_basis,o3mix,pair0.9,0.5,15,3,3,3,3.3306690738754696e-16,0.0031095057493654155
bspline_basis,o3mix,pair0.9,0.5,16,3,3,3,1.6857626405908377e-12,0.026247150860116086
bspline_basis,o3mix,pair0.9,0.5,17,3,2,3,1.6653345369377348e-15,0.3398475806335849
bspline_basis,o3mix,pair0.9,0.5,18,3,3,3,4.6629367034256575e-15,0.0039430528558327405
bspline_basis,o3mix,pair0.9,0.5,19,3,2,3,2.9098945475425353e-13,0.4216774323699899
